,unit,cycle,m6,os2
2289,11,154,21.61,-0.0001
2290,11,155,21.61,0.0002
2291,11,156,21.61,0.0
2292,11,157,21.61,0.0002
2293,11,158,21.61,-0.0004
2294,11,159,21.6,-0.0003
2295,11,160,21.61,0.0002
2296,11,161,21.61,-0.0003
2297,11,162,21.61,-0.0002
2298,11,163,21.61,-0.0004
2299,11,164,21.61,-0.0003
2300,11,165,21.61,0.0002
2301,11,166,21.61,-0.0005
2302,11,167,21.61,-0.0003
2303,11,168,21.61,-0.0
2304,11,169,21.61,-0.0003
2305,11,170,21.61,-0.0
2306,11,171,21.61,0.0003
2307,11,172,21.61,0.0003
2308,11,173,21.61,-0.0004
2309,11,174,21.61,-0.0004
2310,11,175,21.61,-0.0004
2311,11,176,21.61,-0.0005
2312,11,177,21.61,0.0002
2313,11,178,21.61,0.0004
2314,11,179,21.61,0.0002
2315,11,180,21.61,-0.0
2316,11,181,21.61,-0.0002
2317,11,182,21.61,-0.0003
2318,11,183,21.61,-0.0001
2319,11,184,21.61,-0.0001
2320,11,185,21.61,0.0001
2321,11,186,21.61,-0.0001
2322,11,187,21.61,-0.0002
2323,11,188,21.61,0.0001
2324,11,189,21.61,0.0
2325,11,190,21.61,0.0002
2326,11,191,21.61,0.0002
2327,11,192,21.61,0.0004
2328,11,193,21.61,0.0003
2329,11,194,21.61,0.0
2330,11,195,21.61,0.0001
2331,11,196,21.61,0.0004
2332,11,197,21.61,-0.0001
2333,11,198,21.61,-0.0001
2334,11,199,21.61,-0.0
2335,11,200,21.61,0.0002
2336,11,201,21.61,-0.0005
2337,11,202,21.61,-0.0001
2338,11,203,21.61,-0.0
2339,11,204,21.61,-0.0004
2340,11,205,21.61,0.0003
2341,11,206,21.61,0.0003
2342,11,207,21.61,-0.0003
2343,11,208,21.61,0.0002
2344,11,209,21.61,0.0004
2345,11,210,21.61,-0.0002
2346,11,211,21.61,0.0001
2347,11,212,21.61,0.0004
2348,11,213,21.61,0.0002
2349,11,214,21.61,0.0002
2350,11,215,21.61,0.0003
2351,11,216,21.61,0.0001
2352,11,217,21.61,-0.0005
2353,11,218,21.61,-0.0004
2354,11,219,21.61,-0.0001
2355,11,220,21.61,0.0004
2356,11,221,21.61,-0.0003
2357,11,222,21.61,0.0002
2358,11,223,21.61,0.0001
2359,11,224,21.61,0.0004
2360,11,225,21.61,-0.0004
2361,11,226,21.61,-0.0001
2362,11,227,21.61,-0.0004
2363,11,228,21.61,-0.0001
2364,11,229,21.61,0.0004
2365,11,230,21.61,-0.0004
2366,11,231,21.61,0.0004
2367,11,232,21.61,-0.0002
2368,11,233,21.61,-0.0002
2369,11,234,21.61,-0.0
2370,11,235,21.61,0.0003
2371,11,236,21.61,0.0004
2372,11,237,21.61,-0.0003
2373,11,238,21.61,0.0002
2374,11,239,21.61,-0.0004
2375,11,240,21.61,0.0001
2376,12,1,21.61,0.0003
2377,12,2,21.61,0.0004
2378,12,3,21.61,-0.0
2379,12,4,21.61,0.0004
2380,12,5,21.61,-0.0002
2381,12,6,21.61,-0.0002
2382,12,7,21.61,-0.0003
2383,12,8,21.61,0.0002
2384,12,9,21.61,-0.0001
2385,12,10,21.61,-0.0003
2386,12,11,21.61,0.0003
2387,12,12,21.61,-0.0001
2388,12,13,21.61,0.0003
2389,12,14,21.61,-0.0004
2390,12,15,21.61,-0.0001
2391,12,16,21.61,0.0002
2392,12,17,21.61,-0.0004
2393,12,18,21.61,-0.0002
2394,12,19,21.61,0.0005
2395,12,20,21.61,-0.0001
2396,12,21,21.61,-0.0004
2397,12,22,21.61,-0.0003
2398,12,23,21.61,-0.0003
2399,12,24,21.61,0.0003
2400,12,25,21.61,0.0005
2401,12,26,21.61,0.0002
2402,12,27,21.61,0.0005
2403,12,28,21.61,0.0005
2404,12,29,21.61,-0.0
2405,12,30,21.61,-0.0003
2406,12,31,21.61,-0.0001
2407,12,32,21.61,-0.0001
2408,12,33,21.61,-0.0
2409,12,34,21.61,-0.0004
2410,12,35,21.61,0.0
2411,12,36,21.61,-0.0004
2412,12,37,21.61,0.0003
2413,12,38,21.61,0.0005
2414,12,39,21.61,0.0001
2415,12,40,21.61,-0.0001
2416,12,41,21.61,0.0004
2417,12,42,21.61,0.0005
2418,12,43,21.61,-0.0001
2419,12,44,21.61,-0.0
2420,12,45,21.61,0.0001
2421,12,46,21.61,-0.0003
2422,12,47,21.61,-0.0004
2423,12,48,21.61,-0.0
2424,12,49,21.61,0.0003
2425,12,50,21.61,0.0004
2426,12,51,21.61,0.0004
2427,12,52,21.61,-0.0
2428,12,53,21.61,-0.0004
2429,12,54,21.61,-0.0
2430,12,55,21.61,0.0002
2431,12,56,21.61,0.0004
2432,12,57,21.61,0.0001
2433,12,58,21.61,0.0005
2434,12,59,21.61,0.0003
2435,12,60,21.61,-0.0004
2436,12,61,21.61,-0.0004
2437,12,62,21.61,-0.0003
2438,12,63,21.61,0.0001
2439,12,64,21.61,-0.0001
2440,12,65,21.61,-0.0002
2441,12,66,21.61,-0.0
2442,12,67,21.61,-0.0001
2443,12,68,21.61,-0.0004
2444,12,69,21.61,0.0002
2445,12,70,21.61,0.0001
2446,12,71,21.61,0.0001
2447,12,72,21.61,-0.0002
2448,12,73,21.61,-0.0002
2449,12,74,21.61,0.0
2450,12,75,21.61,-0.0002
2451,12,76,21.61,0.0002
2452,12,77,21.61,-0.0003
2453,12,78,21.61,0.0001
2454,12,79,21.61,-0.0002
2455,12,80,21.61,0.0004
2456,12,81,21.61,0.0003
2457,12,82,21.61,0.0005
2458,12,83,21.61,0.0001
2459,12,84,21.61,0.0004
2460,12,85,21.61,-0.0002
2461,12,86,21.61,0.0002
2462,12,87,21.61,-0.0001
2463,12,88,21.61,-0.0004
2464,12,89,21.61,0.0005
2465,12,90,21.61,0.0005
2466,12,91,21.61,-0.0002
2467,12,92,21.61,0.0001
2468,12,93,21.61,-0.0003
2469,12,94,21.61,0.0
2470,12,95,21.61,0.0003
2471,12,96,21.61,-0.0004
2472,12,97,21.61,0.0004
2473,12,98,21.61,0.0
2474,12,99,21.61,-0.0001
2475,12,100,21.61,0.0005
2476,12,101,21.61,0.0002
2477,12,102,21.61,-0.0003
2478,12,103,21.61,-0.0001
2479,12,104,21.61,-0.0003
2480,12,105,21.61,0.0003
2481,12,106,21.61,-0.0004
2482,12,107,21.61,0.0001
2483,12,108,21.61,0.0001
2484,12,109,21.61,0.0004
2485,12,110,21.61,-0.0002
2486,12,111,21.61,-0.0003
2487,12,112,21.61,0.0003
2488,12,113,21.61,0.0005
2489,12,114,21.61,0.0005
2490,12,115,21.61,-0.0001
2491,12,116,21.61,-0.0004
2492,12,117,21.61,0.0001
2493,12,118,21.61,-0.0003
2494,12,119,21.61,-0.0001
2495,12,120,21.61,0.0001
2496,12,121,21.61,-0.0004
2497,12,122,21.61,0.0004
2498,12,123,21.61,0.0003
2499,12,124,21.61,0.0003
2500,12,125,21.61,0.0005
2501,12,126,21.61,0.0005
2502,12,127,21.61,-0.0
2503,12,128,21.61,0.0002
2504,12,129,21.61,0.0
2505,12,130,21.61,0.0001
2506,12,131,21.61,0.0005
2507,12,132,21.61,0.0004
2508,12,133,21.61,-0.0001
2509,12,134,21.61,-0.0
2510,12,135,21.61,-0.0002
2511,12,136,21.61,0.0005
2512,12,137,21.61,0.0002
2513,12,138,21.61,0.0003
2514,12,139,21.61,0.0002
2515,12,140,21.61,0.0002
2516,12,141,21.61,-0.0001
2517,12,142,21.61,0.0001
2518,12,143,21.61,0.0003
2519,12,144,21.61,-0.0004
2520,12,145,21.61,0.0
2521,12,146,21.61,0.0005
2522,12,147,21.61,0.0001
2523,12,148,21.61,0.0003
2524,12,149,21.61,0.0001
2525,12,150,21.61,0.0005
2526,12,151,21.61,0.0004
2527,12,152,21.61,0.0003
2528,12,153,21.61,-0.0004
2529,12,154,21.61,-0.0
2530,12,155,21.61,-0.0003
2531,12,156,21.61,0.0004
2532,12,157,21.61,0.0001
2533,12,158,21.61,-0.0002
2534,12,159,21.61,0.0004
2535,12,160,21.61,-0.0002
2536,12,161,21.61,0.0002
2537,12,162,21.61,0.0003
2538,12,163,21.61,0.0003
2539,12,164,21.61,-0.0
2540,12,165,21.61,0.0001
2541,12,166,21.61,0.0002
2542,12,167,21.61,0.0003
2543,12,168,21.61,0.0002
2544,12,169,21.61,0.0005
2545,12,170,21.61,-0.0001
2546,13,1,21.61,-0.0002
2547,13,2,21.61,-0.0
2548,13,3,21.61,-0.0001
2549,13,4,21.61,0.0002
2550,13,5,21.61,0.0004
2551,13,6,21.61,-0.0002
2552,13,7,21.61,0.0003
2553,13,8,21.61,0.0005
2554,13,9,21.61,0.0004
2555,13,10,21.61,-0.0004
2556,13,11,21.61,0.0003
2557,13,12,21.61,-0.0001
2558,13,13,21.61,-0.0
2559,13,14,21.61,0.0004
2560,13,15,21.61,-0.0003
2561,13,16,21.61,-0.0004
2562,13,17,21.61,-0.0001
2563,13,18,21.61,0.0005
2564,13,19,21.61,-0.0002
2565,13,20,21.61,0.0001
2566,13,21,21.61,0.0003
2567,13,22,21.61,0.0001
2568,13,23,21.61,-0.0004
2569,13,24,21.61,0.0005
2570,13,25,21.61,0.0003
2571,13,26,21.61,0.0003
2572,13,27,21.61,-0.0001
2573,13,28,21.61,-0.0003
2574,13,29,21.61,0.0002
2575,13,30,21.61,0.0001
2576,13,31,21.61,0.0002
2577,13,32,21.61,0.0002
2578,13,33,21.61,0.0002
2579,13,34,21.61,0.0003
2580,13,35,21.61,-0.0004
2581,13,36,21.61,-0.0
2582,13,37,21.61,0.0002
2583,13,38,21.61,0.0004
2584,13,39,21.61,-0.0003
2585,13,40,21.61,0.0004
2586,13,41,21.61,0.0002
2587,13,42,21.61,-0.0004
2588,13,43,21.61,-0.0
2589,13,44,21.61,0.0001
2590,13,45,21.61,0.0001
2591,13,46,21.61,-0.0004
2592,13,47,21.61,0.0004
2593,13,48,21.61,-0.0
2594,13,49,21.61,-0.0004
2595,13,50,21.61,0.0
2596,13,51,21.61,-0.0003
2597,13,52,21.61,-0.0004
2598,13,53,21.61,0.0004
2599,13,54,21.61,-0.0001
2600,13,55,21.61,-0.0002
2601,13,56,21.61,0.0005
2602,13,57,21.61,0.0004
2603,13,58,21.61,0.0004
2604,13,59,21.61,-0.0001
2605,13,60,21.61,0.0004
2606,13,61,21.61,-0.0005
2607,13,62,21.61,-0.0003
2608,13,63,21.61,-0.0003
2609,13,64,21.61,0.0002
2610,13,65,21.61,0.0005
2611,13,66,21.61,-0.0002
2612,13,67,21.61,-0.0004
2613,13,68,21.61,-0.0002
2614,13,69,21.61,-0.0003
2615,13,70,21.61,0.0002
2616,13,71,21.61,0.0002
2617,13,72,21.61,-0.0004
2618,13,73,21.61,0.0004
2619,13,74,21.61,-0.0002
2620,13,75,21.61,0.0002
2621,13,76,21.61,-0.0003
2622,13,77,21.61,-0.0005
2623,13,78,21.61,-0.0003
2624,13,79,21.61,-0.0004
2625,13,80,21.61,-0.0002
2626,13,81,21.61,-0.0002
2627,13,82,21.61,-0.0003
2628,13,83,21.61,0.0002
2629,13,84,21.61,-0.0001
2630,13,85,21.61,0.0004
2631,13,86,21.61,-0.0004
2632,13,87,21.61,0.0003
2633,13,88,21.61,-0.0003
2634,13,89,21.61,-0.0003
2635,13,90,21.61,0.0005
2636,13,91,21.61,0.0004
2637,13,92,21.61,-0.0004
2638,13,93,21.61,0.0
2639,13,94,21.61,0.0001
2640,13,95,21.61,-0.0004
2641,13,96,21.61,0.0005
2642,13,97,21.61,-0.0001
2643,13,98,21.61,0.0001
2644,13,99,21.61,-0.0002
2645,13,100,21.61,-0.0003
2646,13,101,21.61,0.0002
2647,13,102,21.61,-0.0001
2648,13,103,21.61,-0.0001
2649,13,104,21.61,-0.0002
2650,13,105,21.61,-0.0002
2651,13,106,21.61,-0.0002
2652,13,107,21.61,0.0005
2653,13,108,21.61,0.0001
2654,13,109,21.61,-0.0002
2655,13,110,21.61,-0.0004
2656,13,111,21.61,0.0005
2657,13,112,21.61,-0.0003
2658,13,113,21.61,-0.0001
2659,13,114,21.61,0.0
2660,13,115,21.61,-0.0001
2661,13,116,21.61,0.0004
2662,13,117,21.61,-0.0003
2663,13,118,21.61,0.0002
2664,13,119,21.61,0.0002
2665,13,120,21.61,0.0
2666,13,121,21.61,-0.0002
2667,13,122,21.61,0.0002
2668,13,123,21.61,0.0005
2669,13,124,21.61,-0.0
2670,13,125,21.61,0.0003
2671,13,126,21.61,-0.0
2672,13,127,21.61,0.0003
2673,13,128,21.61,-0.0004
2674,13,129,21.61,0.0004
2675,13,130,21.61,-0.0001
2676,13,131,21.61,0.0
2677,13,132,21.61,-0.0003
2678,13,133,21.61,-0.0001
2679,13,134,21.61,0.0001
2680,13,135,21.61,-0.0001
2681,13,136,21.61,0.0003
2682,13,137,21.61,0.0001
2683,13,138,21.61,-0.0004
2684,13,139,21.61,-0.0004
2685,13,140,21.61,0.0002
2686,13,141,21.61,-0.0001
2687,13,142,21.61,-0.0002
2688,13,143,21.61,0.0003
2689,13,144,21.61,0.0
2690,13,145,21.61,0.0002
2691,13,146,21.61,-0.0
2692,13,147,21.61,0.0003
2693,13,148,21.61,-0.0003
2694,13,149,21.61,-0.0001
2695,13,150,21.61,-0.0003
2696,13,151,21.61,-0.0002
2697,13,152,21.61,0.0004
2698,13,153,21.61,-0.0001
2699,13,154,21.61,-0.0003
2700,13,155,21.61,0.0002
2701,13,156,21.61,-0.0004
2702,13,157,21.61,0.0
2703,13,158,21.61,0.0001
2704,13,159,21.61,-0.0004
2705,13,160,21.61,0.0
2706,13,161,21.61,-0.0001
2707,13,162,21.61,0.0003
2708,13,163,21.61,-0.0004
2709,14,1,21.61,0.0005
2710,14,2,21.61,-0.0
2711,14,3,21.61,0.0001
2712,14,4,21.61,0.0002
2713,14,5,21.61,-0.0001
2714,14,6,21.61,0.0003
2715,14,7,21.61,0.0004
2716,14,8,21.61,-0.0001
2717,14,9,21.61,0.0005
2718,14,10,21.61,-0.0003
2719,14,11,21.61,-0.0005
2720,14,12,21.61,0.0004
2721,14,13,21.61,-0.0004
2722,14,14,21.61,-0.0005
2723,14,15,21.61,0.0
2724,14,16,21.61,-0.0003
2725,14,17,21.61,-0.0005
2726,14,18,21.61,0.0002
2727,14,19,21.61,-0.0
2728,14,20,21.61,-0.0002
2729,14,21,21.61,-0.0003
2730,14,22,21.61,-0.0005
2731,14,23,21.61,0.0001
2732,14,24,21.61,0.0003
2733,14,25,21.61,-0.0001
2734,14,26,21.61,0.0004
2735,14,27,21.61,0.0002
2736,14,28,21.61,-0.0001
2737,14,29,21.61,-0.0002
2738,14,30,21.61,-0.0002
2739,14,31,21.61,-0.0003
2740,14,32,21.61,-0.0003
2741,14,33,21.61,0.0001
2742,14,34,21.61,0.0002
2743,14,35,21.61,-0.0002
2744,14,36,21.61,0.0003
2745,14,37,21.61,-0.0003
2746,14,38,21.61,0.0001
2747,14,39,21.61,0.0
2748,14,40,21.61,-0.0001
2749,14,41,21.61,0.0004
2750,14,42,21.61,0.0002
2751,14,43,21.61,-0.0003
2752,14,44,21.61,0.0003
2753,14,45,21.61,0.0004
2754,14,46,21.61,-0.0002
2755,14,47,21.61,-0.0001
2756,14,48,21.61,-0.0003
2757,14,49,21.61,0.0
2758,14,50,21.61,0.0003
2759,14,51,21.61,0.0005
2760,14,52,21.61,0.0003
2761,14,53,21.61,-0.0004
2762,14,54,21.61,0.0004
2763,14,55,21.61,0.0004
2764,14,56,21.61,0.0001
2765,14,57,21.61,0.0003
2766,14,58,21.61,-0.0004
2767,14,59,21.61,0.0004
2768,14,60,21.61,0.0004
2769,14,61,21.61,-0.0001
2770,14,62,21.61,-0.0003
2771,14,63,21.61,-0.0003
2772,14,64,21.61,0.0001
2773,14,65,21.61,-0.0
2774,14,66,21.61,-0.0003
2775,14,67,21.61,0.0003
2776,14,68,21.61,0.0002
2777,14,69,21.61,-0.0001
2778,14,70,21.61,0.0003
2779,14,71,21.61,-0.0002
2780,14,72,21.61,-0.0004
2781,14,73,21.61,0.0001
2782,14,74,21.61,-0.0002
2783,14,75,21.61,0.0002
2784,14,76,21.61,-0.0003
2785,14,77,21.61,0.0001
2786,14,78,21.61,-0.0003
2787,14,79,21.61,-0.0001
2788,14,80,21.61,0.0
2789,14,81,21.61,-0.0001
2790,14,82,21.61,0.0004
2791,14,83,21.61,0.0001
2792,14,84,21.61,-0.0
2793,14,85,21.61,0.0002
2794,14,86,21.61,-0.0002
2795,14,87,21.61,0.0003
2796,14,88,21.61,-0.0001
2797,14,89,21.61,-0.0003
2798,14,90,21.61,-0.0004
2799,14,91,21.61,-0.0001
2800,14,92,21.61,-0.0005
2801,14,93,21.61,-0.0003
2802,14,94,21.61,-0.0005
2803,14,95,21.61,0.0004
2804,14,96,21.61,-0.0002
2805,14,97,21.61,0.0001
2806,14,98,21.61,-0.0002
2807,14,99,21.61,0.0004
2808,14,100,21.61,-0.0
2809,14,101,21.61,-0.0003
2810,14,102,21.61,-0.0003
2811,14,103,21.61,-0.0002
2812,14,104,21.61,-0.0002
2813,14,105,21.61,0.0003
2814,14,106,21.61,-0.0
2815,14,107,21.61,-0.0002
2816,14,108,21.61,0.0002
2817,14,109,21.61,0.0002
2818,14,110,21.61,0.0001
2819,14,111,21.61,0.0
2820,14,112,21.61,0.0005
2821,14,113,21.61,0.0001
2822,14,114,21.61,0.0002
2823,14,115,21.61,-0.0004
2824,14,116,21.61,-0.0002
2825,14,117,21.61,0.0003
2826,14,118,21.61,0.0001
2827,14,119,21.61,-0.0003
2828,14,120,21.61,0.0001
2829,14,121,21.61,0.0
2830,14,122,21.61,0.0001
2831,14,123,21.61,0.0001
2832,14,124,21.61,-0.0001
2833,14,125,21.61,0.0001
2834,14,126,21.61,0.0001
2835,14,127,21.61,-0.0004
2836,14,128,21.61,-0.0001
2837,14,129,21.61,-0.0004
2838,14,130,21.61,0.0
2839,14,131,21.61,0.0003
2840,14,132,21.61,0.0002
2841,14,133,21.61,0.0001
2842,14,134,21.61,-0.0002
2843,14,135,21.61,0.0003
2844,14,136,21.61,0.0001
2845,14,137,21.61,0.0005
2846,14,138,21.61,-0.0
2847,14,139,21.61,-0.0002
2848,14,140,21.61,-0.0002
2849,14,141,21.61,0.0004
2850,14,142,21.61,0.0
2851,14,143,21.61,0.0003
2852,14,144,21.61,0.0005
2853,14,145,21.61,0.0003
2854,14,146,21.61,-0.0
2855,14,147,21.61,-0.0003
2856,14,148,21.61,0.0005
2857,14,149,21.61,-0.0003
2858,14,150,21.61,0.0
2859,14,151,21.61,-0.0005
2860,14,152,21.61,0.0001
2861,14,153,21.61,-0.0001
2862,14,154,21.61,-0.0004
2863,14,155,21.61,0.0003
2864,14,156,21.61,0.0
2865,14,157,21.61,-0.0002
2866,14,158,21.61,-0.0003
2867,14,159,21.61,-0.0001
2868,14,160,21.61,-0.0003
2869,14,161,21.61,0.0004
2870,14,162,21.61,0.0003
2871,14,163,21.61,0.0001
2872,14,164,21.61,0.0002
2873,14,165,21.61,-0.0003
2874,14,166,21.61,0.0002
2875,14,167,21.61,-0.0
2876,14,168,21.61,0.0001
2877,14,169,21.61,0.0003
2878,14,170,21.61,-0.0003
2879,14,171,21.61,-0.0004
2880,14,172,21.61,0.0002
2881,14,173,21.61,0.0003
2882,14,174,21.61,0.0001
2883,14,175,21.61,0.0001
2884,14,176,21.61,-0.0002
2885,14,177,21.61,-0.0005
2886,14,178,21.61,-0.0001
2887,14,179,21.61,0.0003
2888,14,180,21.61,-0.0002
2889,15,1,21.61,-0.0004
2890,15,2,21.61,0.0004
2891,15,3,21.61,-0.0001
2892,15,4,21.61,-0.0001
2893,15,5,21.6,-0.0003
2894,15,6,21.61,-0.0003
2895,15,7,21.61,-0.0005
2896,15,8,21.61,-0.0
2897,15,9,21.6,-0.0005
2898,15,10,21.61,-0.0002
2899,15,11,21.61,-0.0002
2900,15,12,21.6,-0.0005
2901,15,13,21.6,-0.0003
2902,15,14,21.61,-0.0002
2903,15,15,21.61,-0.0001
2904,15,16,21.61,0.0004
2905,15,17,21.61,0.0001
2906,15,18,21.61,0.0005
2907,15,19,21.61,0.0
2908,15,20,21.61,0.0003
2909,15,21,21.6,0.0003
2910,15,22,21.61,0.0001
2911,15,23,21.61,0.0004
2912,15,24,21.6,0.0002
2913,15,25,21.61,-0.0002
2914,15,26,21.61,-0.0
2915,15,27,21.61,-0.0001
2916,15,28,21.61,0.0
2917,15,29,21.61,0.0003
2918,15,30,21.61,-0.0003
2919,15,31,21.61,-0.0004
2920,15,32,21.61,0.0
2921,15,33,21.61,-0.0
2922,15,34,21.6,-0.0002
2923,15,35,21.61,0.0001
2924,15,36,21.61,-0.0001
2925,15,37,21.61,0.0
2926,15,38,21.61,-0.0
2927,15,39,21.61,0.0003
2928,15,40,21.61,-0.0002
2929,15,41,21.61,0.0002
2930,15,42,21.61,-0.0002
2931,15,43,21.61,-0.0001
2932,15,44,21.61,0.0003
2933,15,45,21.61,0.0
2934,15,46,21.61,0.0002
2935,15,47,21.61,0.0004
2936,15,48,21.6,-0.0003
2937,15,49,21.61,-0.0005
2938,15,50,21.61,-0.0002
2939,15,51,21.6,-0.0
2940,15,52,21.61,0.0004
2941,15,53,21.61,-0.0004
2942,15,54,21.61,0.0004
2943,15,55,21.61,0.0005
2944,15,56,21.61,-0.0001
2945,15,57,21.61,-0.0002
2946,15,58,21.61,-0.0003
2947,15,59,21.61,-0.0003
2948,15,60,21.61,0.0004
2949,15,61,21.61,0.0003
2950,15,62,21.61,0.0001
2951,15,63,21.61,0.0003
2952,15,64,21.61,-0.0002
2953,15,65,21.61,0.0003
2954,15,66,21.61,-0.0002
2955,15,67,21.61,0.0003
2956,15,68,21.61,-0.0
2957,15,69,21.61,0.0004
2958,15,70,21.61,0.0
2959,15,71,21.61,-0.0002
2960,15,72,21.61,-0.0002
2961,15,73,21.61,-0.0001
2962,15,74,21.61,0.0001
2963,15,75,21.61,-0.0002
2964,15,76,21.61,-0.0
2965,15,77,21.61,0.0002
2966,15,78,21.61,0.0005
2967,15,79,21.61,0.0003
2968,15,80,21.61,-0.0003
2969,15,81,21.61,0.0005
2970,15,82,21.61,0.0004
2971,15,83,21.61,-0.0001
2972,15,84,21.61,-0.0005
2973,15,85,21.61,-0.0002
2974,15,86,21.6,-0.0002
2975,15,87,21.61,-0.0002
2976,15,88,21.61,-0.0004
2977,15,89,21.61,0.0004
2978,15,90,21.61,-0.0002
2979,15,91,21.61,0.0001
2980,15,92,21.61,0.0001
2981,15,93,21.61,0.0003
2982,15,94,21.61,0.0005
2983,15,95,21.61,-0.0
2984,15,96,21.61,0.0001
2985,15,97,21.61,-0.0002
2986,15,98,21.61,0.0003
2987,15,99,21.61,-0.0
2988,15,100,21.61,-0.0004
2989,15,101,21.61,-0.0001
2990,15,102,21.61,0.0002
2991,15,103,21.61,-0.0001
2992,15,104,21.61,-0.0001
2993,15,105,21.61,0.0003
2994,15,106,21.61,-0.0002
2995,15,107,21.61,0.0001
2996,15,108,21.61,0.0002
2997,15,109,21.61,0.0001
2998,15,110,21.61,-0.0
2999,15,111,21.61,0.0002
3000,15,112,21.61,-0.0003
3001,15,113,21.61,0.0005
3002,15,114,21.61,-0.0001
3003,15,115,21.61,-0.0002
3004,15,116,21.61,-0.0003
3005,15,117,21.61,0.0002
3006,15,118,21.61,0.0001
3007,15,119,21.61,0.0005
3008,15,120,21.61,0.0002
3009,15,121,21.61,0.0002
3010,15,122,21.61,-0.0004
3011,15,123,21.61,-0.0002
3012,15,124,21.6,0.0003
3013,15,125,21.61,-0.0004
3014,15,126,21.61,-0.0003
3015,15,127,21.61,0.0005
3016,15,128,21.61,0.0004
3017,15,129,21.61,0.0005
3018,15,130,21.61,-0.0003
3019,15,131,21.61,0.0004
3020,15,132,21.61,0.0004
3021,15,133,21.61,-0.0002
3022,15,134,21.61,0.0003
3023,15,135,21.61,0.0001
3024,15,136,21.61,-0.0001
3025,15,137,21.61,0.0003
3026,15,138,21.61,0.0001
3027,15,139,21.61,0.0003
3028,15,140,21.61,0.0005
3029,15,141,21.61,0.0001
3030,15,142,21.61,-0.0002
3031,15,143,21.61,0.0002
3032,15,144,21.61,-0.0004
3033,15,145,21.61,0.0004
3034,15,146,21.61,0.0003
3035,15,147,21.61,0.0003
3036,15,148,21.61,0.0003
3037,15,149,21.61,0.0002
3038,15,150,21.61,0.0002
3039,15,151,21.61,-0.0004
3040,15,152,21.61,0.0004
3041,15,153,21.61,-0.0004
3042,15,154,21.61,-0.0005
3043,15,155,21.61,0.0003
3044,15,156,21.61,-0.0003
3045,15,157,21.61,0.0002
3046,15,158,21.61,0.0004
3047,15,159,21.61,-0.0003
3048,15,160,21.61,-0.0001
3049,15,161,21.61,0.0003
3050,15,162,21.61,-0.0
3051,15,163,21.61,0.0001
3052,15,164,21.61,-0.0001
3053,15,165,21.61,0.0
3054,15,166,21.61,-0.0002
3055,15,167,21.61,0.0003
3056,15,168,21.61,-0.0003
3057,15,169,21.61,0.0001
3058,15,170,21.61,-0.0001
3059,15,171,21.61,0.0005
3060,15,172,21.61,0.0002
3061,15,173,21.61,0.0005
3062,15,174,21.61,-0.0002
3063,15,175,21.61,0.0003
3064,15,176,21.61,0.0002
3065,15,177,21.61,-0.0
3066,15,178,21.61,-0.0003
3067,15,179,21.61,0.0004
3068,15,180,21.61,0.0005
3069,15,181,21.61,-0.0003
3070,15,182,21.61,-0.0003
3071,15,183,21.61,0.0004
3072,15,184,21.61,-0.0003
3073,15,185,21.61,-0.0001
3074,15,186,21.61,-0.0004
3075,15,187,21.61,-0.0001
3076,15,188,21.61,0.0003
3077,15,189,21.61,0.0005
3078,15,190,21.61,0.0002
3079,15,191,21.61,0.0004
3080,15,192,21.61,-0.0002
3081,15,193,21.61,-0.0002
3082,15,194,21.61,0.0002
3083,15,195,21.61,0.0002
3084,15,196,21.61,0.0001
3085,15,197,21.61,0.0005
3086,15,198,21.61,-0.0004
3087,15,199,21.61,0.0002
3088,15,200,21.61,0.0003
3089,15,201,21.61,0.0002
3090,15,202,21.61,0.0004
3091,15,203,21.61,-0.0003
3092,15,204,21.61,-0.0003
3093,15,205,21.61,0.0004
3094,15,206,21.61,0.0001
3095,15,207,21.61,0.0001
3096,16,1,21.61,0.0002
3097,16,2,21.61,0.0003
3098,16,3,21.61,0.0
3099,16,4,21.61,-0.0004
3100,16,5,21.61,-0.0003
3101,16,6,21.61,0.0001
3102,16,7,21.61,-0.0003
3103,16,8,21.61,-0.0002
3104,16,9,21.61,0.0004
3105,16,10,21.61,0.0003
3106,16,11,21.61,-0.0
3107,16,12,21.61,0.0003
3108,16,13,21.61,-0.0003
3109,16,14,21.61,0.0004
3110,16,15,21.61,0.0004
3111,16,16,21.61,-0.0003
3112,16,17,21.61,-0.0003
3113,16,18,21.61,0.0004
3114,16,19,21.61,0.0002
3115,16,20,21.61,0.0002
3116,16,21,21.61,-0.0005
3117,16,22,21.61,-0.0003
3118,16,23,21.61,-0.0004
3119,16,24,21.61,0.0001
3120,16,25,21.61,-0.0002
3121,16,26,21.61,-0.0002
3122,16,27,21.61,0.0003
3123,16,28,21.61,0.0005
3124,16,29,21.61,-0.0001
3125,16,30,21.61,-0.0004
3126,16,31,21.61,-0.0003
3127,16,32,21.61,0.0003
3128,16,33,21.61,0.0003
3129,16,34,21.61,0.0003
3130,16,35,21.61,0.0005
3131,16,36,21.61,0.0003
3132,16,37,21.61,-0.0001
3133,16,38,21.61,0.0005
3134,16,39,21.61,0.0005
3135,16,40,21.61,0.0002
3136,16,41,21.61,-0.0004
3137,16,42,21.61,0.0001
3138,16,43,21.61,0.0003
3139,16,44,21.61,0.0003
3140,16,45,21.61,0.0003
3141,16,46,21.61,-0.0004
